core_r,ref_mult,fuel_frac,keff,r_mass,c_mass,p_mass,mass
  44.28571,   0.64343,   0.34286,   1.55254,1595075.07204,1205514.16460,3279993.40508,6080582.64172
  15.71429,   0.42929,   0.58571,   0.97177,39787.91490,83377.76753,99690.49284,222856.17526
  32.85714,   0.00100,   0.22143,   0.90973, 568.90997,357425.47420,346975.78441,704970.16858
  12.85714,   0.32221,   0.82857,   0.97485,14887.20867,61834.45803,44112.73854,120834.40523
  32.85714,   1.07171,   0.34286,   1.40311,1495068.13755,492346.38893,2557101.75574,4544516.28222
  38.57143,   0.96464,   0.64643,   1.75235,2017571.61147,1342141.72633,3564388.28941,6924101.62722
  41.42857,   0.32221,   0.95000,   1.88774,498058.07502,2339148.36691,1475810.95485,4313017.39678
  24.28571,   0.96464,   0.10000,   0.73741,503598.18006,89847.13423,889693.05742,1483138.37170
  24.28571,   0.32221,   0.22143,   0.83700,100330.40634,144327.35129,297292.06333,541949.82097
  44.28571,   0.21514,   0.70714,   1.79757,368415.42853,2196546.31467,1432352.80764,3997314.55084
  44.28571,   1.39293,   0.40357,   1.67403,5892074.53397,1370676.63949,9402640.59453,16665391.76799
  47.14286,   1.28586,   0.16071,   1.38982,6123809.37322,856439.32003,9965075.05532,16945323.74857
  18.57143,   1.17879,   0.16071,   0.69991,319610.27440,52358.21794,532090.99464,904059.48699
  27.14286,   0.85757,   0.95000,   1.70751,577745.08937,657846.79056,1061865.64505,2297457.52498
  30.00000,   1.07171,   0.70714,   1.64982,1137982.21696,682831.10087,1946356.99332,3767170.31115
  47.14286,   0.32221,   0.76786,   1.86517,733884.87219,2848972.82474,2174596.47439,5757454.17132
  44.28571,   0.85757,   0.22143,   1.41052,2509344.44164,875159.20015,4612045.52528,7996549.16707
  30.00000,   1.17879,   0.16071,   1.06735,1347250.82759,220705.20914,2242919.23725,3810875.27397
  30.00000,   1.07171,   0.52500,   1.52029,1137982.21696,528791.68165,1946356.99332,3613130.89192
  38.57143,   1.07171,   0.22143,   1.34497,2418627.19633,578220.45086,4136718.38420,7133566.03140
  50.00000,   0.96464,   0.46429,   1.76211,4394826.66415,2210408.88310,7764219.42428,14369454.97153
  21.42857,   0.32221,   0.28214,   0.84301,68922.29451,117857.27134,204225.73667,391005.30252
  47.14286,   0.21514,   0.22143,   1.30824,444421.18446,1055708.46984,1727853.61859,3227983.27288
  15.71429,   1.07171,   0.82857,   1.24045,163552.05378,112896.82558,279732.56427,556181.44362
  10.00000,   0.64343,   0.58571,   0.62127,18364.97293,21486.51455,37764.36053,77615.84801
  27.14286,   0.96464,   0.95000,   1.71328,703069.98504,657846.79056,1242094.41046,2603011.18606
  18.57143,   0.42929,   0.58571,   1.12052,65675.43027,137626.48208,164552.88062,367854.79297
  18.57143,   0.00100,   0.28214,   0.59867, 102.72835,76720.75161,62653.58537,139477.06532
  50.00000,   0.64343,   0.16071,   1.33396,2295621.61621,1021783.37563,4720545.06632,8037950.05816
  21.42857,   0.10807,   0.40357,   0.94461,18945.02241,155282.94035,126436.12435,300664.08712
  24.28571,   1.17879,   0.58571,   1.42364,714721.93194,307764.40258,1189877.59192,2212363.92644
  21.42857,   1.39293,   0.46429,   1.23053,667508.75594,173997.16591,1065218.18243,1906724.10429
  18.57143,   1.39293,   0.22143,   0.82175,434523.66475,64540.49091,693417.88294,1192482.03860
  24.28571,   0.42929,   0.64643,   1.40309,146865.33621,335006.76106,367978.00998,849850.10724
  27.14286,   1.39293,   0.76786,   1.63761,1356576.27216,543760.11417,2164840.08350,4065176.46983
  12.85714,   0.10807,   0.10000,   0.17632,4092.12293,13331.68163,27310.19011,44733.99468
  47.14286,   0.32221,   0.64643,   1.80288,733884.87219,2450467.44041,2174596.47439,5358948.78699
  18.57143,   0.96464,   0.34286,   0.93531,225199.68302,88903.22580,397854.08773,711956.99655
  24.28571,   1.39293,   0.46429,   1.33215,971694.64819,253288.23541,1550641.54262,2775624.42623
  21.42857,   1.39293,   0.64643,   1.38794,667508.75594,230133.96927,1065218.18243,1962860.90764
  30.00000,   0.75050,   0.22143,   1.11105,629280.56768,272057.05433,1215018.03565,2116355.65766
  35.71429,   1.07171,   0.22143,   1.29196,1919984.72532,459010.15055,3283861.24272,5662856.11859
  18.57143,   0.21514,   0.88929,   1.33125,27169.58539,198534.02360,105631.92770,331335.53669
  10.00000,   1.28586,   0.28214,   0.43150,58448.56925,11977.79323,95111.44844,165537.81092
  10.00000,   0.42929,   0.22143,   0.27549,10253.37614,10076.18720,25690.31635,46019.87969
  47.14286,   0.32221,   0.95000,   1.93080,733884.87219,3446717.73512,2174596.47439,6355199.08170
  10.00000,   0.42929,   0.70714,   0.68317,10253.37614,25290.04077,25690.31635,61233.73327
  30.00000,   0.00100,   0.82857,   1.60728, 433.03005,785527.15719,264103.19534,1050063.38258
  32.85714,   0.32221,   0.76786,   1.68723,248467.40928,964561.23253,736241.29981,1949269.94161
  24.28571,   0.75050,   0.76786,   1.52624,333835.84842,389486.97812,644571.90896,1367894.73551
  18.57143,   1.07171,   0.58571,   1.19855,269965.17737,137626.48208,461737.10195,869328.76140
  15.71429,   1.17879,   0.52500,   1.00756,193628.36828,75998.52112,322354.81560,591981.70501
  32.85714,   0.42929,   0.40357,   1.38998,363710.77254,559800.71712,911294.45344,1834805.94310
  32.85714,   1.28586,   0.28214,   1.34550,2073304.82957,424879.80239,3373821.25732,5872005.88928
  35.71429,   1.17879,   0.64643,   1.72067,2273059.25487,1065435.63955,3784216.14279,7122711.03722
  47.14286,   0.42929,   0.46429,   1.68475,1074273.01873,1852722.53003,2691641.59372,5618637.14248
  38.57143,   0.96464,   0.28214,   1.42448,2017571.61147,687343.82028,3564388.28941,6269303.72116
  47.14286,   1.07171,   0.64643,   1.84762,4415902.64189,2450467.44041,7552774.42892,14419144.51122
  18.57143,   0.00100,   0.88929,   1.26902, 102.72835,198534.02360,62653.58537,261290.33731
  47.14286,   0.10807,   0.76786,   1.84561,201726.67565,2848972.82474,1346292.36612,4396991.86651
  12.85714,   1.07171,   0.22143,   0.50991,89578.71538,21415.55560,153211.67284,264205.94382
  47.14286,   0.85757,   0.16071,   1.33764,3027033.45897,856439.32003,5563531.21063,9447003.98963
  47.14286,   1.39293,   0.76786,   1.90809,7107635.94710,2848972.82474,11342447.53728,21299056.30912
  47.14286,   0.75050,   0.34286,   1.60364,2441902.58852,1454217.14570,4714837.60782,8610957.34203
  30.00000,   1.07171,   0.64643,   1.61026,1137982.21696,631487.73797,1946356.99332,3715826.94825
  50.00000,   0.53636,   0.40357,   1.67271,1753372.49634,1972668.85904,3917962.92957,7644004.28495
  24.28571,   0.75050,   0.95000,   1.63222,333835.84842,471205.50377,644571.90896,1449613.26115
  21.42857,   0.53636,   0.10000,   0.54867,138020.54791,61720.77710,308411.01441,508152.33942
  35.71429,   1.50000,   0.88929,   1.84512,3558121.14927,1411968.37488,5583018.17785,10553107.70200
  30.00000,   0.85757,   0.46429,   1.44552,780069.33708,477448.31875,1433727.16626,2691244.82208
  44.28571,   0.42929,   0.52500,   1.70127,890548.80460,1701028.87533,2231311.93085,4822889.61078
  12.85714,   0.32221,   0.95000,   1.06029,14887.20867,69918.33200,44112.73854,128918.27920
  15.71429,   0.21514,   0.82857,   1.13452,16460.05434,112896.82558,63994.61919,193351.49911
  15.71429,   0.32221,   0.34286,   0.67721,27180.93849,53859.92856,80540.66142,161581.52846
  38.57143,   1.17879,   0.28214,   1.44737,2863399.30740,687343.82028,4767021.29921,8317764.42689
  41.42857,   0.42929,   0.58571,   1.71025,729065.78679,1527797.51919,1826708.63184,4083571.93782
  30.00000,   0.85757,   0.70714,   1.63793,780069.33708,682831.10087,1433727.16626,2896627.60420
  15.71429,   0.85757,   0.40357,   0.85158,112112.42168,61239.05305,206056.84263,379408.31736
  50.00000,   1.07171,   0.28214,   1.59732,5268436.18964,1497224.15384,9010912.00609,15776572.34957
  50.00000,   0.53636,   0.34286,   1.60705,1753372.49634,1734968.10489,3917962.92957,7406303.53080
  44.28571,   0.53636,   0.34286,   1.53502,1218302.15448,1205514.16460,2722332.35565,5146148.67473
  44.28571,   1.28586,   0.64643,   1.83013,5076503.85127,2031383.83978,8260828.97317,15368716.66422
  27.14286,   1.50000,   0.46429,   1.42342,1561929.72057,353613.97824,2450810.87929,4366354.57809
  27.14286,   1.17879,   0.76786,   1.62864,997818.41535,543760.11417,1661179.99206,3202758.52157
  38.57143,   1.39293,   0.16071,   1.27173,3892912.27579,469079.05346,6212354.37267,10574345.70192
  18.57143,   1.17879,   0.46429,   1.09267,319610.27440,113265.75946,532090.99464,964967.02851
  15.71429,   1.50000,   0.82857,   1.26438,303095.13085,112896.82558,475584.03837,891575.99479
  27.14286,   0.00100,   0.70714,   1.43971, 320.71634,505727.24326,195603.54054,701651.50014
  44.28571,   0.10807,   0.34286,   1.44384,167226.99604,1205514.16460,1116046.88602,2488788.04666
  18.57143,   0.75050,   0.34286,   0.90728,149285.14483,88903.22580,288240.49674,526428.86737
  21.42857,   0.75050,   0.88929,   1.51028,229329.60708,304984.99818,442790.74076,977105.34602
  32.85714,   1.28586,   0.22143,   1.25572,2073304.82957,357425.47420,3373821.25732,5804551.56109
  44.28571,   0.10807,   0.88929,   1.87337,167226.99604,2692091.04006,1116046.88602,3975364.92212
  44.28571,   0.42929,   0.16071,   1.19640,890548.80460,709969.43920,2231311.93085,3831830.17466
  38.57143,   1.17879,   0.10000,   1.10821,2863399.30740,359955.68404,4767021.29921,7990376.29065
  35.71429,   0.96464,   0.95000,   1.85284,1601613.79238,1498594.04533,2829527.04789,5929734.88560
  35.71429,   0.42929,   0.22143,   1.17301,467081.80729,459010.15055,1170295.44469,2096387.40253
  30.00000,   1.17879,   0.52500,   1.52689,1347250.82759,528791.68165,2242919.23725,4118961.74648
  47.14286,   0.10807,   0.70714,   1.81479,201726.67565,2649703.67493,1346292.36612,4197722.71670
  38.57143,   0.21514,   0.16071,   1.01823,243413.23859,469079.05346,946360.02922,1658852.32127
  10.00000,   0.32221,   0.82857,   0.75201,7004.54867,29093.59841,20755.39013,56853.53721
  15.71429,   0.64343,   0.82857,   1.20533,71264.72003,112896.82558,146543.45479,330705.00039
  35.71429,   0.00100,   0.95000,   1.78291, 730.60112,1498594.04533,445590.53156,1944915.17802
  21.42857,   0.10807,   0.22143,   0.64793,18945.02241,99146.13700,126436.12435,244527.28376
  32.85714,   0.21514,   0.52500,   1.48162,150465.26303,694720.51746,584990.00114,1430175.78163
  12.85714,   0.21514,   0.58571,   0.74822,9015.29812,45666.64333,35050.34419,89732.28564
  30.00000,   1.28586,   0.95000,   1.78009,1578111.36973,888222.36529,2568009.10783,5034342.84284
  38.57143,   0.96464,   0.76786,   1.81394,2017571.61147,1560406.49315,3564388.28941,7142366.39403
  18.57143,   0.85757,   0.10000,   0.53034,185056.98402,40177.95725,340125.18207,565360.12334
  32.85714,   0.21514,   0.82857,   1.71080,150465.26303,1032016.67512,584990.00114,1767471.93929
  18.57143,   0.75050,   0.82857,   1.35820,149285.14483,186351.75063,288240.49674,623877.39220
  32.85714,   0.96464,   0.64643,   1.66098,1247156.66644,829641.43219,2203317.38989,4280115.48852
  50.00000,   1.07171,   0.52500,   1.80721,5268436.18964,2448109.63725,9010912.00609,16727457.83298
  10.00000,   1.07171,   0.46429,   0.57056,42147.48952,17683.27106,72087.29605,131918.05663
  24.28571,   0.75050,   0.10000,   0.69155,333835.84842,89847.13423,644571.90896,1068254.89161
  44.28571,   1.17879,   0.76786,   1.88052,4333866.51034,2361736.07562,7215072.62691,13910675.21287
  21.42857,   1.39293,   0.10000,   0.71749,667508.75594,61720.77710,1065218.18243,1794447.71548
  21.42857,   0.10807,   0.28214,   0.75749,18945.02241,117857.27134,126436.12435,263238.41810
  44.28571,   0.00100,   0.10000,   0.74895,1392.98072,544806.96431,849573.04915,1395772.99418
  24.28571,   0.10807,   0.70714,   1.38757,27578.33020,362244.61964,184053.47387,573876.42372
  21.42857,   0.21514,   0.10000,   0.43121,41737.51078,61720.77710,162270.18772,265728.47560
  32.85714,   1.39293,   0.82857,   1.77899,2406393.64124,1032016.67512,3840150.76644,7278561.08281
  24.28571,   0.64343,   0.10000,   0.66569,263052.66541,89847.13423,540921.88065,893821.68028
  32.85714,   0.32221,   0.52500,   1.50343,248467.40928,694720.51746,736241.29981,1679429.22654
  41.42857,   1.28586,   0.16071,   1.30782,4155982.53048,581230.83779,6762894.68218,11500108.05046
  32.85714,   1.39293,   0.88929,   1.80414,2406393.64124,1099482.14726,3840150.76644,7346026.55495
  44.28571,   1.39293,   0.82857,   1.90775,5892074.53397,2526901.27911,9402640.59453,17821616.40761
  32.85714,   0.85757,   0.82857,   1.75727,1024846.25292,1032016.67512,1883614.49964,3940477.42768
  10.00000,   0.00100,   0.76786,   0.64361,  16.03815,27191.96097,9781.59983,36989.59894
  35.71429,   0.10807,   0.82857,   1.74137,87708.48620,1325328.39323,585352.75535,1998389.63478
  27.14286,   1.50000,   0.70714,   1.60729,1561929.72057,505727.24326,2450810.87929,4518467.84312
  24.28571,   1.17879,   0.46429,   1.31553,714721.93194,253288.23541,1189877.59192,2157887.75928
  15.71429,   0.21514,   0.34286,   0.64581,16460.05434,53859.92856,63994.61919,134314.60209
  35.71429,   1.39293,   0.28214,   1.41222,3090320.04513,545635.82101,4931568.42108,8567524.28722
  35.71429,   0.64343,   0.22143,   1.22230,836597.10009,459010.15055,1720315.87672,3015923.12736
  24.28571,   1.39293,   0.88929,   1.63092,971694.64819,443967.64518,1550641.54262,2966303.83599
  38.57143,   0.10807,   0.46429,   1.50253,110487.40507,1014751.78729,737375.70662,1862614.89899
  50.00000,   0.85757,   0.16071,   1.37572,3611432.11610,1021783.37563,6637625.76970,11270841.26143
  38.57143,   1.28586,   0.58571,   1.73027,3354062.14683,1233000.32893,5457955.82395,10045018.29971
  21.42857,   1.28586,   0.95000,   1.57171,575113.35791,323696.13252,935863.19032,1834672.68075
  41.42857,   0.21514,   0.34286,   1.42943,301610.74034,986918.54770,1172624.58977,2461153.87781
  18.57143,   1.07171,   0.16071,   0.68598,269965.17737,52358.21794,461737.10195,784060.49726
  41.42857,   1.50000,   0.22143,   1.42953,5553854.49548,716466.77591,8714506.70301,14984827.97440
  15.71429,   1.50000,   0.58571,   1.08383,303095.13085,83377.76753,475584.03837,862056.93674
  32.85714,   0.42929,   0.64643,   1.61886,363710.77254,829641.43219,911294.45344,2104646.65817
  10.00000,   0.85757,   0.82857,   0.81846,28891.45693,29093.59841,53101.00616,111086.06150
  41.42857,   1.50000,   0.46429,   1.69117,5553854.49548,1257368.08567,8714506.70301,15525729.28416
  41.42857,   0.32221,   0.64643,   1.73985,498058.07502,1663033.45731,1475810.95485,3636902.48718
  21.42857,   1.07171,   0.82857,   1.49460,414716.46843,286270.77263,709313.63121,1410300.87227
  15.71429,   1.28586,   0.34286,   0.83174,226807.89890,53859.92856,369077.08877,649744.91622
  32.85714,   0.42929,   0.76786,   1.69803,363710.77254,964561.23253,911294.45344,2239566.45851
  18.57143,   1.39293,   0.64643,   1.27003,434523.66475,149808.75505,693417.88294,1277750.30274
  47.14286,   0.53636,   0.10000,   1.10210,1469643.35527,657203.08551,3283961.73528,5410808.17606
  44.28571,   0.00100,   0.46429,   1.55648,1392.98072,1535866.40044,849573.04915,2386832.43031
  27.14286,   1.17879,   0.40357,   1.33883,997818.41535,315581.10733,1661179.99206,2974579.51474
  10.00000,   0.64343,   0.82857,   0.79559,18364.97293,29093.59841,37764.36053,85222.93187
  10.00000,   1.50000,   0.34286,   0.50404,78107.84735,13879.74484,122558.37092,214545.96311
  12.85714,   0.42929,   0.88929,   1.03696,21792.14643,65876.72886,54601.24821,142270.12350
  32.85714,   0.00100,   0.88929,   1.70120, 568.90997,1099482.14726,346975.78441,1447026.84165
  41.42857,   0.85757,   0.52500,   1.70313,2054325.56893,1392581.68551,3775744.33004,7222651.58449
  15.71429,   0.96464,   0.40357,   0.86523,136431.93180,61239.05305,241030.54248,438701.52734
  32.85714,   0.32221,   0.40357,   1.36838,248467.40928,559800.71712,736241.29981,1544509.42621
  32.85714,   0.42929,   0.95000,   1.78864,363710.77254,1166936.47546,911294.45344,2441941.70143
  27.14286,   0.42929,   0.82857,   1.61560,205037.69437,581787.33103,513731.59041,1300556.61581
  24.28571,   0.21514,   0.88929,   1.54663,60757.42901,443967.64518,236217.23545,740942.30964
  44.28571,   1.07171,   0.16071,   1.32818,3660686.57630,709969.43920,6261084.58631,10631740.60181
  18.57143,   0.42929,   0.46429,   0.99430,65675.43027,113265.75946,164552.88062,343494.07035
  35.71429,   1.07171,   0.82857,   1.81062,1919984.72532,1325328.39323,3283861.24272,6529174.36127
  27.14286,   1.50000,   0.28214,   1.22108,1561929.72057,239521.01957,2450810.87929,4252261.61943
  41.42857,   1.39293,   0.34286,   1.57862,4823665.96164,986918.54770,7697661.85473,13508246.36407
  12.85714,   0.10807,   0.95000,   1.01424,4092.12293,69918.33200,27310.19011,101320.64504
  24.28571,   0.00100,   0.52500,   1.16004, 229.72417,280526.09400,140107.79741,420863.61557
  35.71429,   0.00100,   0.58571,   1.53639, 730.60112,978795.65790,445590.53156,1425116.79059
  35.71429,   0.32221,   0.64643,   1.65714,319084.87551,1065435.63955,945490.05111,2330010.56617
  50.00000,   0.32221,   0.40357,   1.64364,875568.58320,1972668.85904,2594423.76624,5442661.20848
  15.71429,   0.53636,   0.95000,   1.27494,54431.27002,127656.29365,121628.28982,303715.85348
  30.00000,   0.53636,   0.70714,   1.61238,378728.45921,682831.10087,846279.99279,1907839.55286
  32.85714,   0.00100,   0.58571,   1.47420, 568.90997,762175.96005,346975.78441,1109720.65444
  27.14286,   1.50000,   0.82857,   1.67524,1561929.72057,581787.33103,2450810.87929,4594527.93088
  41.42857,   0.64343,   0.76786,   1.83020,1305840.46195,1933482.99527,2685232.92624,5924556.38346
  32.85714,   0.42929,   0.58571,   1.57255,363710.77254,762175.96005,911294.45344,2037181.18602
  21.42857,   1.39293,   0.22143,   0.93420,667508.75594,99146.13700,1065218.18243,1831873.07537
  38.57143,   1.07171,   0.58571,   1.72018,2418627.19633,1233000.32893,4136718.38420,7788345.90947
  41.42857,   0.00100,   0.64643,   1.68421,1140.39184,1663033.45731,695520.15601,2359694.00516
  41.42857,   1.39293,   0.95000,   1.92215,4823665.96164,2339148.36691,7697661.85473,14860476.18328
  47.14286,   0.10807,   0.28214,   1.38830,201726.67565,1254944.70436,1346292.36612,2802963.74613
